DOI,Author Keywords
10.1073/pnas.1201423109,Fish species richness; Hydropower planning; Sustainable development
10.1371/journal.pone.0034505,
10.1021/es203880p,
10.1111/j.2041-210X.2011.00164.x,Ecological genetics; Evolutionary biology; Population genetics
10.1080/19378629.2011.650641,blogs; deficit model; engineering communication; engineers; identity; public engagement
10.1177/0963662510383385,citizens; coalitions; creationism; ethno-epistemic assemblages; experts; newspapers; public engagement
10.1111/j.1467-9671.2012.01318.x,
10.1179/1752270611Y.0000000037,Cadastre; Crowdsourcing; Neogeography; Volunteered geographic information
10.1007/s10526-011-9419-x,Conservation; Public engagement with science; Risk perception; Science communication; Social networks; Stakeholders
10.1162/LEON_a_00279,
10.1111/j.1570-7458.2012.01234.x,Citizen science; Flight period; Lepidoptera; Life history; Phenophase; Spring emergence; Temperature; Trap
10.1080/13669877.2011.634516,cancer; civic engagement; environment; public meetings; risk; science
10.1371/journal.pone.0031362,
10.1656/045.019.s611,
10.1121/1.3676738,
10.2217/pme.11.97,citizen science; clinical trials; crowdsourced health studies; crowdsourcing; health research
10.2217/pme.12.19,biomarker patents; clinical adoption; innovation; public engagement; regulation
10.1080/00045608.2011.641861,Brazilian Amazon; crime mapping; critical GIS; environmental monitoring; geospatial technologies; political ecology; small-scale mining
10.1007/s10530-011-0092-x,Ecological niche models; Invasive species; Participatory science; Range extension; Species detectability; Volunteers
10.1097/OPX.0b013e31824dabf3,
10.1017/S0269889711000329,
10.1371/journal.pone.0031662,
10.1177/0963662511400331,attitudes; deliberation; group polarisation; information uptake; symbolic coping; synthetic biology
10.1108/09653561211202728,Bicol River basin; Communities; Early warning; Floods; Geomorphology; Modelling; Philippines; Precipitation; Rivers
10.1038/gim.2011.29,community; education; engagement; geneticists; genomics; public attitudes
10.1016/j.socscimed.2011.10.029,Adolescence; Neuroimaging; Neuroscience; Public engagement; Self-understanding; Subjectivity; Teenage brain; United Kingdom
10.1111/j.1365-2966.2011.20125.x,"Meteorites, meteors, meteoroids; Solar-terrestrial relations; Sun: heliosphere; Zodiacal dust"
10.1177/0309132510392164,hybrid geography; methodology; methods; mixed methods; neogeography; qualitative; quantitative; spatial turn; volunteered geographic information (VGI)
10.1177/0306312711430440,boundary work; citizen science; co-production; volunteer; wildlife conservation
10.1111/j.1365-2966.2011.19932.x,Planetary systems; Stars: individual: KIC 10905746; Stars: individual: KIC 6185331
10.1007/s10956-011-9296-1,Community; Education; Groundwater; SNA; Social capital
10.1140/epjds7,Cascading effect; Causality network; Crowd control; Crowd disaster; Crowd quake; Domino effect; Evacuation; Instability; Systemic risk
10.1017/CBO9781139197007.008,
10.3390/ijgi1030315,Detection; Investigation; Open Street Map; Vandalism; Volunteered Geographic Information (VGI)
10.1109/SocialInformatics.2012.51,
10.1080/08941920.2011.578119,cartography; collaborative planning; land-use planning; opportunity cost; participatory GIS; PPGIS; resilience; systematic conservation planning; transparency; vision mapping; visualization
10.1007/s10806-011-9358-7,Alaska; Climate ethics; Food ethics; Food policy and security; Public engagement
10.3354/aei00009,Aquaculture; Benthic impacts; Coastal commities; Coastal zone management; Sediment profile images
10.1111/j.1755-263X.2012.00251.x,Alien species; Bufo marinus; Citizen science; Collateral damage; Meat ants; Nematode; Toxicology
10.1080/13658816.2011.619501,Machine learning; OpenStreetMap UK; Spatial data quality; Volunteered geographic information
10.1162/LEON_a_00440,
10.1890/1540-9295-10.6.283,
10.1016/j.jag.2012.03.008,Cadastral surveying; Discipline-oriented approach; Methodology-oriented integrated approach; Participatory-GIS (PGIS); RS imagery GPS data
10.5751/ES-04758-170227,Bird pollination; Citizen science; Ecosystem services; Hummingbird feeders; Mobile link organism; Mutualism disruption; Nectarivore; Resilience; Urban ecology; Urban planning
10.5751/ES-04705-170229,Citizen science; Community-based monitoring; Conservation; Outcomes; Participation; Public; Volunteer monitoring
10.1007/s11414-012-9285-z,
10.1890/11-2129.1,False negative; False positive; Misclassification; Occupancy; Occurrence; Species richness; Survey
10.1080/09500693.2010.551430,Emotional factors; Enjoyment of learning; Interest in science; Public engagement; Scientific literacy
10.1002/wcc.168,
10.1016/j.apgeog.2012.04.007,Bolivian Amazon; Counter mapping; Experimental research; Participatory GIS; Tsimane’ indigenous peoples
10.1525/auk.2012.11129,Acoustic survey; Bias; Birds; Call count surveys; Citizen science; Detection; Nondetection; Observer effects
10.1002/aqc.2219,
10.1177/1075547011427974,mass media; media portrayals of science; nanotechnology; public perceptions of science
10.1016/j.biocon.2011.11.020,Community-based monitoring; Coral Triangle; Fish spawning aggregation; Groupers; Local ecological knowledge; Marine protected area
10.1177/0963662510365663,communication; engagement; public; renewable energy; siting
10.1177/0963662510362658,electricity networks; energy infrastructure planning; public and stakeholder engagement; representations of publics
10.1016/j.apgeog.2011.12.007,Land use; Landscape value; Participatory GIS; PPGIS; Values
10.1007/s10641-011-9897-9,Citizen science; Hawaiian Islands; Home-range; Mark-recapture; Movement patterns; Philopatry
10.1016/j.geoforum.2011.07.010,China; Environmental policy; Mobilization; Participation; Shequ; Sustainable communities; Urban governance
10.1016/j.geoforum.2011.07.007,Geo-information tools; Good governance; Local spatial knowledge; Participatory GIS (PGIS); Participatory spatial planning
10.1186/1476-072X-10-67,3-d visualisation; Citizen sensing; Crisis informatics; Geo-mashups; Natural user interfaces; Ogc open geosms; Ogc sensor web enablement; Public and environmental health; Semantic web; Sensors; Social web crowdsourcing; Twitter
10.1098/rsta.2011.0177,
10.18473/lepi.v65i4.a9,
10.4018/978-1-60960-621-3.ch020,
10.1080/14498596.2011.623347,Argumentation mapping; Public participatory GIS; Spatial decision support system (SDSS); Urban planning; WebGIS
10.1007/s00267-012-9818-5,Construction; Internet; Land use; Public participation GIS (PPGIS); Silverlight; Volunteered geographic information (VGI)
10.3152/030234211X13070021633440,
10.1080/17524032.2011.610809,Civic Environmentalism; Climate Change; Discourse; Ecological Modernization; Green Governmentality; Public Engagement
10.1007/s11051-011-0525-6,K-12 students; Media; Nanotechnology; Public awareness; Public engagement; Public understanding; Scale; Societal implications; Survey
10.3897/zookeys.150.2149,Citizen science; Data collection and publication; Marine biodiversity; SCUBA diving; Sustainability
10.3141/2217-18,
10.1007/s11948-011-9296-9,Participation; Public understanding of science; Technology assessment; Upstream public engagement
10.1007/s11948-011-9328-5,Knowledge production; Public engagement; Science and art
10.1007/s11948-011-9306-y,Experimentation; Public engagement; Science communication; Spatial installation
10.1007/s11948-011-9312-0,Democracy; Dialogue; Elicitation; Mediation; Public engagement
10.1007/s11948-011-9303-1,Public engagement; STS; Technology of democracy
10.1007/s11948-011-9331-x,Engaged scholarship; Integration; Public engagement; Responsible innovation; Science and technology policy; Science and technology studies
10.1007/s11948-011-9302-2,Academic-industrial complex; Bioethics; Public engagement; Science and democracy
10.1007/s11948-011-9316-9,Governance of innovation; Institutional change; Midstream modulation; Reflexivity; Upstream public engagement in science
10.1111/j.1467-9671.2011.01288.x,
10.1016/j.trstmh.2011.08.006,Malaria; Mosquito; Public engagement; Public health; Social science; Transgenic
10.1111/j.1523-1739.2011.01740.x,Ciencia ciudadana; Citizen science; Community participation; DeHoop Nature Preserve; Fiabilidad de observadores; Observer reliability; Participación comunitaria; Reserva Natural DeHoop
10.1111/j.1523-1739.2011.01745.x,Conservation education; Early detection; Educación para la conservación; Invasive plants; Monitoreo; Monitoring; Plantas invasoras; Rapid response; Respuesta rápida de detección temprana
10.1057/hep.2011.19,institutions; interdisciplinarity; participatory science; research policy; sustainable development; transdisciplinarity
10.1073/pnas.1115898108,Citizen science; Crowd-sourcing; Optimization; Strategy; Structure prediction
10.1179/1743277411Y.0000000021,Amateur mapping; Digital cartography; Geomedia fiction; Literary (neo)geography; Literary maps; Literary tourism; Map usage; Mashups
10.1007/s10739-011-9272-x,belles-lettres; genre; history of science; public engagement with science; scientific biography; virtue ethics
10.1016/j.biocon.2011.07.024,Conservation priorities; Ecosystem services; Extinction; Information shortfalls; Science funding; Species diversity
10.1007/s00484-011-0457-y,Canada; Citizen science; Climate change; Flowering; Phenology
10.1177/0963662510362657,climate change; domestication; global warming; public engagement; sense-making
10.1007/s10531-011-0094-0,Biodiversity; Community; Ecuador; Ferns; Monitoring; Training
10.1016/j.compenvurbsys.2011.05.009,Catchment areas; Modelling; Neogeography; Schools; Segregation
10.1177/0963662510363054,nanotechnology; public engagement; public participation; STS
10.1016/j.landurbplan.2011.05.008,Citizen science; Solitary bees; Spatial distribution; Sun exposure; Trap nest; Urban landscape structure
10.1145/2038558.2038565,citizen science; community-based monitoring; data quality
10.1016/j.pce.2011.07.039,Livelihoods; Participatory GIS; Scenarios; Water resource management
10.1039/c1em10615e,
10.3152/030234211X13092649606404,
10.1177/1464884911412709,animal experimentation; ethics; framing; new media; public engagement with science; reader comments; science journalism
10.1371/journal.pone.0024206,
10.4031/MTSJ.45.5.4,Aquatic monitoring; Citizen science; Literacy; Ocean; Real-time data
10.1080/09505431.2010.524200,genomics; governance; Innovation; participation; techno-political culture; upstream engagement
10.3391/ai.2011.6.3.03,Aquaculture; Ascidian; Citizen science; Didemnum vexillum; Genetic species identification; Multilocus; Nonindigenous species
10.1177/1075547010389818,engagement; practitioners; public; robotics; scientists
10.1016/j.actaastro.2011.04.015,Blog; Citizen science; CMOS; Education; Mars; Mars Express; Mars Webcam; Operations; Outreach; Space; VMC; Website
10.1007/s10531-011-0088-y,Dispersal; Expert opinion; Lepidoptera; Life-history strategy; Local ecological knowledge; Movement ecology; Naturalists; Phylogenetic signal; Questionnaire; Range size
10.2166/aqua.2011.081,Demand responsive approach; Developing countries; High resolution satellite imagery; Participatory GIS; Sewerage; Water supply
10.1371/journal.pbio.1001118,
10.1080/13569783.2011.589994,Evaluation; Folk media; Knowing-in-action; Local knowledge systems; Modernization framework; Participatory monitoring; Reflection-in-action; Social science models
10.1080/00330124.2011.566512,Interdisciplinarity; Synthesis; Theory; Ultradisciplinarity; Wonder
10.1080/00330124.2011.566508,Geographic research; Geographical science; Spatial turn; Volunteered geographic information (VGI)
10.1559/15230406382258,And bicycling; Global positioning systems; Neogeography; User-generated content; Volunteered geographic information; Web 2.0
10.1007/s10551-010-0731-7,CSP; CSR; innovation; nanotechnology; risk; stakeholder engagement; uncertainty
10.1111/j.1759-5436.2011.00240.x,
10.1080/17538947.2011.582888,Digital earth; Europe; Observation web; Volunteered geographic information
