DOI,Q
10.1016/j.njas.2018.05.001,Q73141374
10.1525/abt.2017.79.1.28,Q73183427
10.1073/pnas.1714511115,Q73166379
10.5334/cstp.96,Q58711348
10.1073/pnas.1707889114,Q42653576
10.1002/ecy.1996,Q46288149
10.1016/j.flora.2017.10.001,Q73140356
10.1146/annurev-ecolsys-110316-022706,Q73177198
10.1038/s41559-017-0350-0,Q57809266
10.1890/13-2366.1,Q73183839
10.1111/1365-2656.12328,Q30881674
10.2307/1942549,Q73183947
10.1038/nature18608,Q31111509
10.1111/j.1365-2486.2010.02165.x,Q57049813
10.3732/ajb.1200455,Q34764761
10.1111/1365-2745.12154,Q60146415
10.1038/nature11014,Q34279369
10.1038/NCLIMATE1909,Q60492543
10.1007/s10021-012-9584-5,Q57005962
10.5063/f10v89rp,Q74021767
10.1111/j.1365-2486.2011.02515.x,Q60146417
10.1145/2808198,Q73175156
10.1016/j.rsma.2015.08.009,Q60566910
10.1186/s12960-015-0081-8,Q36317234
10.1186/s12913-015-1195-3,Q35857702
10.1080/10871209.2016.1110648,Q61637998
10.1109/ACCESS.2016.2516918,Q73170918
10.1371/journal.pone.0152839,Q31075883
10.2147/CLEP.S97303,Q37007250
10.1177/0017896915574556,Q63470895
10.1016/j.pce.2016.03.013,Q73141445
10.1080/14616688.2016.1169313,Q73168840
10.3389/fpsyg.2016.01208,Q39444752
10.1186/s13002-016-0109-8,Q36120692
10.1016/j.apacoust.2016.03.013,Q73139148
10.1016/j.atmosenv.2016.06.063,Q60255710
10.1177/2053951716679677,Q73180550
10.1007/s10344-016-1054-5,Q59463136
10.1016/j.envsoft.2016.09.013,Q73140307
10.1080/08941920.2017.1315652,Q73167983
10.1109/ACCESS.2017.2725984,Q73170923
10.1186/s12913-016-1960-y,Q28365322
10.1016/j.puhe.2015.07.014,Q40307565
10.1659/MRD-JOURNAL-D-16-00039.1,Q73183556
10.1016/j.biocon.2016.08.029,Q58316668
10.1016/j.jamda.2016.12.072,Q38753050
10.1186/s12913-017-2465-z,Q38648479
10.1136/bmjopen-2017-016039,Q38619181
10.1109/TII.2017.2678522,Q73171049
10.1016/j.jenvman.2017.02.044,Q38913148
10.3389/fpubh.2017.00213,Q40067120
10.1016/j.jenvman.2017.05.083,Q36406502
10.1186/s12889-017-4730-9,Q42363889
10.1093/intqhc/mzx113,Q47245191
10.1109/JSEN.2017.2722819,Q73171004
10.1145/3139256,Q73177196
10.1136/bmjgh-2017-000408,Q47144028
10.1186/s13012-017-0686-5,Q47200019
10.1613/jair.5484,Q74021399
10.1186/s13012-017-0706-5,Q49211200
10.1016/j.jpsychores.2017.12.009,Q50052101
10.1186/s12913-018-2947-7,Q52372069
10.1016/j.ijmedinf.2017.10.014,Q47650546
10.1016/j.midw.2018.02.003,Q50420031
10.1007/s11069-018-3262-7,Q73135144
10.1175/2009JTECHA1241.1,Q73177249
10.1175/2010JHM1210.1,Q73177252
10.1016/j.envpol.2011.02.053,Q33860730
10.5751/ACE-01087-120218,Q73230683
10.1002/joc.1594,Q73121399
10.1007/s00484-014-0854-0,Q30829105
10.1007/s00484-009-0272-x,Q33512023
10.1007/s00484-014-0789-5,Q33620038
10.1371/journal.pone.0182919,Q38614182
10.1016/j.biocon.2013.07.003,Q73139287
10.1016/j.tree.2017.03.015,Q29994536
10.1007/s12229-017-9188-z,Q73137189
10.1111/nph.14439,Q31159729
10.3732/ajb.1500237,Q35801321
10.1007/s10980-016-0339-0,Q73134296
10.1073/pnas.1403376111,Q30389759
10.1007/s00484-014-0846-0,Q46892530
10.1007/s10531-012-0408-x,Q73133907
10.1111/aec.12183,Q73172083
10.1007/s00484-012-0524-z,Q34180941
10.3732/ajb.1100198,Q34208022
10.1111/ele.12135,Q30650546
10.1007/s00484-012-0521-2,Q34164706
10.1073/pnas.1115559108,Q34092222
10.1111/j.1600-0587.2011.07329.x,Q73173816
10.1098/rspb.2009.1537,Q57039979
10.1086/430097,Q73169789
10.1111/j.1365-2745.2010.01727.x,Q60429372
10.3732/ajb.93.4.512,Q33924968
10.3732/ajb.91.8.1260,Q33926540
10.1073/pnas.0709037105,Q31148158
10.3732/ajb.93.11.1667,Q73186744
10.1093/treephys/21.4.201,Q39400515
10.1017/S0266467400009317,Q73165714
10.1111/j.1469-8137.2010.03603.x,Q33787172
10.1093/aobpla/plv026,Q30918284
10.1890/12-0255.1,Q30574588
10.1111/j.1752-4571.2009.00073.x,Q30883225
10.1073/pnas.0806446105,Q24647862
10.1016/j.tree.2007.04.003,Q34625306
10.1126/science.aab0868,Q30997097
10.1073/pnas.0608379104,Q31091949
10.1098/rspb.2012.1051,Q57013628
10.1111/j.1365-2486.2006.01193.x,Q56336375
10.1111/gcb.14021,Q47753794
10.1111/gcb.14004,Q47270816
10.1111/geb.12696,Q56395936
10.1126/science.1071617,Q34131113
10.1038/29670,Q59064705
10.1038/17709,Q58250116
10.1104/pp.108.133249,Q57128179
10.2307/2390090,Q73183952
10.1093/ageing/23.2.150,Q50121118
10.1080/00288330.1999.9516884,Q73167002
10.1002/ldr.470,Q73121425
10.1016/S0308-521X(02)00025-2,Q59342888
10.1016/S0006-3207(02)00258-6,Q73142053
10.1111/j.0361-3666.2004.00257.x,Q42029229
10.1007/BF02192422,Q73121935
10.1016/j.agwat.2004.11.003,Q73137350
10.1111/j.1365-3156.2005.01451.x,Q39152710
10.1016/j.aquaculture.2006.07.015,Q73139219
10.2981/0909-6396(2007)13[2:WTPWFW]2.0.CO;2,Q73184002
10.1097/01.HMR.0000281624.43611.dd,Q39806695
10.1016/j.biocon.2007.04.011,Q60570931
10.1080/08941920701861266,Q60570930
10.1007/s10640-007-9103-x,Q60570929
10.1016/j.biocon.2008.10.009,Q60570928
10.1088/0741-3335/51/4/044007,Q57710368
10.1109/TPWRD.2008.2008470,Q73171056
10.1186/1471-2458-9-406,Q33515131
10.1177/1367493509344824,Q73180513
10.1016/j.habitatint.2008.12.003,Q73140464
10.1186/1478-4505-8-23,Q34035960
10.1017/S037689291000024X,Q73165739
10.1109/MNET.2010.5510920,Q73171033
10.1186/1476-069X-9-34,Q21245801
10.2981/10-100,Q60570926
10.2326/osj.9.23,Q73183957
10.2134/jeq2010.0035,Q43532246
10.1007/s10661-010-1743-6,Q44499798
10.1186/1471-2458-11-850,Q34070012
10.1007/s10640-011-9480-z,Q73133937
10.5888/pcd9.110058,Q73230750
10.1080/02827581.2012.698643,Q57568936
10.1016/j.ijmedinf.2012.03.001,Q44833118
10.1016/j.atmosenv.2011.12.056,Q57738936
10.1186/1748-5908-7-111,Q36521358
10.1002/wsb.208,Q73121683
10.1186/1472-698X-13-8,Q34561216
10.1016/j.pmcj.2012.11.001,Q73141462
10.1145/2423636.2423649,Q73175132
10.1111/jan.12042,Q47941613
10.1136/bmjopen-2013-004104,Q28658944
10.1016/j.jclepro.2013.08.038,Q57794735
10.1186/1471-244X-14-31,Q30571218
10.1186/1472-6963-14-59,Q35089178
10.7196/SAMJ.7605,Q73230759
10.1007/s10344-014-0837-9,Q56449560
10.1016/j.neuro.2014.03.001,Q38196998
10.1109/MCOM.2014.6979950,Q73171013
10.3402/gha.v8.24271,Q35266441
10.1007/s10826-014-9917-4,Q73134252
10.1111/cobi.12420,Q39095829
10.1177/1043659614524252,Q47773288
10.1007/s10531-014-0856-6,Q73133915
10.2981/wlb.00062,Q73184005
10.1145/2630074,Q73175140
10.3390/s150612242,Q28646801
10.1093/comjnl/bxu067,Q30656358
10.1080/08941920.2014.933929,Q73167182
10.2981/wlb.00019,Q60535963
10.1016/j.pmcj.2014.12.007,Q73141464
10.1016/j.annepidem.2015.03.005,Q27333402
10.2471/BLT.14.151399,Q36281425
10.1007/s10653-015-9776-y,Q39134598
10.1002/fsh.10186,Q73119866
10.1007/s10584-016-1756-4,Q60141825
10.1007/s00267-017-0845-0,Q38890055
10.1002/fee.1826,Q73119863
10.1029/2018EA000454,Q73165813
10.22323/2.17010202,Q57048774
10.1159/000486588,Q50055521
10.1007/s10661-016-5513-y,Q38928022
10.1128/jmbe.v17i1.990,Q38798734
10.1007/s11948-017-9916-0,Q48302821
10.1111/cobi.13103,Q52680168
10.1590/S1679-45082017CE4280,Q49825593
10.1080/15230406.2016.1163644,Q73168906
10.1109/TSMCA.2012.2195168,Q73171057
10.18254/S0001670-6-1,Q73183611
10.1038/bjc.2016.404,Q39105241
10.1111/cobi.12661,Q35998308
10.3390/insects9040186,Q73186526
10.1016/j.biocon.2016.05.025,Q73139703
10.1007/s00484-018-1636-x,Q73132733
10.1002/ecs2.1638,Q73119839
10.1080/00288330.2016.1266674,Q73167013
10.3390/ijgi7120484,Q73186523
10.1080/10871209.2017.1250293,Q73168200
10.1080/09500693.2018.1520405,Q73168013
10.1177/0741088318809361,Q73177392
10.1016/j.ejor.2017.07.037,Q73140049
10.3391/mbi.2018.9.4.14,Q73186721
10.1017/S0959270917000235,Q73165766
10.1007/s10967-017-5479-4,Q73134290
10.1139/facets-2016-0015,Q73175119
10.3389/fenvs.2019.00010,Q73184656
10.1371/journal.pone.0210007,Q60914550
10.1073/pnas.1807190116,Q61800549
10.1016/j.njas.2018.07.007,Q73141378
10.1007/s11252-018-0774-6,Q58848880
10.1177/1075547017696165,Q64213966
10.7717/peerj.4744,Q55008740
10.1080/10807039.2015.1056062,Q73168198
10.1016/j.vaccine.2015.11.044,Q40259732
10.1353/cpr.2016.0015,Q39886451
10.1093/jamia/ocv118,Q30991351
10.1186/s13029-016-0050-1,Q28601877
10.1007/s10707-016-0248-z,Q58419560
10.1200/JOP.2015.008920,Q39896126
10.1177/0265813515618578,Q73177329
10.1111/1752-1688.12406,Q73172057
10.3390/ijgi5090149,Q73184909
10.1353/cpr.2016.0050,Q37669024
10.1080/15230406.2016.1230520,Q73168927
10.1016/j.conctc.2016.12.005,Q55009722
10.3791/55473,Q30491525
10.1177/1609406917709913,Q73180535
10.3390/ijgi6050144,Q55810281
10.1007/s10708-016-9699-x,Q60400097
10.1016/j.mri.2017.03.010,Q36331207
10.1016/j.thorsurg.2017.03.008,Q38710772
10.1017/S0305741017000959,Q73165735
10.1016/j.giq.2017.08.006,Q73140440
10.1111/2041-210X.12824,Q73172067
10.1093/ijpor/edw027,Q73169966
10.1002/mrm.26654,Q38928116
10.1016/j.jneumeth.2017.09.012,Q42692273
10.1371/journal.pone.0188461,Q46245949
10.1080/15230406.2017.1324823,Q73168936
10.3354/cr01512,Q73184609
10.1080/09540962.2018.1477662,Q73168068
10.1186/s40663-017-0120-0,Q73183038
10.5194/hess-22-391-2018,Q73230551
10.1371/journal.pone.0189327,Q47551171
10.1148/radiol.2017170744,Q47906957
10.1186/s12885-018-4405-7,Q55005151
10.1007/s13369-017-2711-z,Q73137305
10.1002/mrm.27051,Q47269365
10.1140/epjc/s10052-012-1960-y,Q57770868
10.1111/j.1600-0757.2011.00439.x,Q38002936
10.1088/0967-3334/33/5/831,Q40032279
10.1111/j.1365-2699.2012.02762.x,Q57006667
10.1111/j.1369-7625.2011.00686.x,Q37332872
10.1051/0004-6361/201220582,Q57444285
10.3897/zookeys.293.5111,Q22678760
10.1007/978-1-4614-7411-1_24,Q44086637
10.1002/mrm.24339,Q42325580
10.1016/j.ejrad.2011.09.024,Q53186683
10.1016/j.actaastro.2012.02.022,Q73137339
10.1016/j.actaastro.2013.05.002,Q73137341
10.1177/0894439313485201,Q58818989
10.1080/17538947.2013.783128,Q73168983
10.1177/2211068213488892,Q34728323
10.3141/2414-01,Q73184046
10.1080/10807039.2013.800804,Q73168192
10.1093/aje/kwt431,Q37671904
10.3390/ijgi3020750,Q73184870
10.1371/journal.pone.0094531,Q35145283
10.1002/mrm.25001,Q35007056
10.1007/s11011-014-9487-6,Q30746768
10.1111/cobi.12409,Q30868512
10.1007/s00204-014-1387-3,Q42688893
10.1016/j.radonc.2014.10.001,Q26864472
10.1108/TG-03-2014-0008,Q62037652
10.1016/j.neuroimage.2014.10.055,Q39089881
10.1007/s11096-014-0061-4,Q41598131
10.1016/j.landusepol.2014.11.014,Q73141098
10.1007/s10334-014-0443-6,Q30810040
10.1080/10934529.2015.992678,Q30903247
10.1080/13658816.2014.997238,Q73168738
10.1177/0894439314545316,Q58818972
10.1371/journal.pone.0129995,Q30971944
10.1186/s12968-015-0182-5,Q36003951
10.1007/s00704-014-1218-8,Q73132735
10.1179/1752270615Y.0000000008,Q73180561
10.1016/j.ecoinf.2015.06.010,Q66677685
10.1016/j.aogh.2015.12.009,Q38795828
10.1016/j.jbi.2015.06.019,Q40767128
10.1051/0004-6361/201526601,Q59924623
10.1016/j.neuroimage.2015.07.020,Q40743312
10.1016/j.mad.2015.05.007,Q30957880
10.1371/journal.pbio.1002295,Q27826378
10.1002/mrm.25612,Q41432522
10.1016/j.jvolgeores.2018.11.005,Q73141042
10.1016/S0002-8223(96)00042-9,Q52049442
10.1023/A:1016701514299,Q53321111
10.1097/00000542-200111000-00018,Q43783516
10.1023/A:1015680029998,Q73165794
10.1016/S0197-2456(02)00224-6,Q34977064
10.1093/nar/gkg078,Q30760675
10.1016/j.atmosenv.2003.09.019,Q73139259
10.1016/j.jenvman.2004.01.009,Q30929776
10.1046/j.0305-1838.2003.00027.x,Q73166259
10.1002/ajmg.c.30007,Q35645187
10.1086/382719,Q68436569
10.1111/j.0906-7590.2004.03764.x,Q57021426
10.1002/mrm.20169,Q30954843
10.1016/j.resuscitation.2005.01.003,Q42026432
10.1016/j.puhe.2004.10.018,Q33215068
10.1136/bmj.38232.680567.EB,Q31119957
10.1007/s10654-005-2672-5,Q43638452
10.1086/499423,Q59910037
10.1051/0004-6361:20065885,Q58981122
10.1002/rcm.2583,Q73121524
10.1670/0022-1511(2007)41[52:EOTSOA]2.0.CO;2,Q57878137
10.1016/j.yrtph.2007.06.002,Q51909667
10.1109/TNS.2007.912884,Q57544108
10.1002/psp.482,Q58042128
10.1016/j.compenvurbsys.2008.02.001,Q73139789
10.1680/muen.2008.161.3.163,Q73183565
10.1186/1471-2105-9-379,Q28756757
10.1186/1756-3305-1-48,Q21198941
10.1177/1740774508100983,Q34232742
10.1577/C08-037.1,Q73183489
10.1371/journal.pone.0006484,Q33489601
10.1002/jmri.21834,Q42594149
10.1161/CIRCOUTCOMES.108.847145,Q42643914
10.1111/j.1469-7580.2009.01133.x,Q39896758
10.1007/s10531-009-9642-2,Q57248764
10.1177/160940691000900302,Q73180534
10.2989/AJMS.2009.31.3.9.997,Q58130228
10.1016/j.medengphy.2009.11.006,Q33518965
10.1007/s10530-009-9517-1,Q56768037
10.1016/j.nima.2009.09.133,Q73141363
10.1007/s11524-010-9444-6,Q33977250
10.1088/0067-0049/189/2/270,Q58786495
10.1371/journal.pone.0013066,Q28749098
10.1002/jmri.22507,Q41935740
10.1093/molbev/msq277,Q46776502
10.1186/1478-7954-9-12,Q33899114
10.2174/138620711795508403,Q37862341
10.1097/EJA.0b013e32833fb96f,Q48315541
10.1016/j.biocon.2011.04.018,Q56923874
10.1097/JGP.0b013e3182051a7d,Q35627479
10.3389/fncom.2012.00008,Q24273360
10.1016/j.envsoft.2011.11.015,Q66692894
10.5751/ACE-01265-130209,Q73230689
10.1016/j.njas.2018.03.002,Q73141370
10.1017/S0959270916000186,Q73165757
10.1002/ecs2.1464,Q60401793
10.1016/j.baae.2017.04.001,Q56936165
10.1111/ddi.12477,Q73172212
10.22323/2.18010501,Q73183943
10.1080/1369118X.2016.1228993,Q56804935
10.1111/muan.12119,Q73173891
10.1111/ddi.12463,Q60452572
10.1007/s10113-018-1350-6,Q73133293
10.1002/ece3.3228,Q41636427
10.1016/j.jth.2018.08.001,Q73141029
10.1186/s12898-016-0065-0,Q36086334
10.1007/s10841-018-0097-1,Q63613204
10.22323/2.18010203,Q73183937
10.1111/2041-210X.13063,Q59649818
10.1016/j.ijhcs.2017.03.003,Q73140679
10.1016/j.scitotenv.2017.01.080,Q36272585
10.3390/rs8060502,Q58109677
10.1016/j.exis.2018.07.011,Q73140339
10.1177/0162243918758380,Q58085387
10.1177/0963662516678514,Q39141501
10.1111/acer.13492,Q45069965
10.1016/j.njas.2018.07.008,Q73141382
10.1080/09669582.2018.1526297,Q73168125
10.22323/2.16020501,Q73472498
10.1080/21548455.2018.1542752,Q73169763
10.1177/1474904115612486,Q73180531
10.1016/j.ijhcs.2018.12.001,Q73140681
10.1111/cobi.12702,Q31084258
10.22323/2.17030101,Q73183933
10.1007/s10708-017-9778-7,Q59614568
10.1073/pnas.1807186115,Q61800560
10.22323/2.18010207,Q73183941
10.1002/bmb.20971,Q46535664
10.3389/fmars.2017.00351,Q73184666
10.22323/2.18010204,Q73183939
10.1111/1365-2664.12682,Q60459809
10.1111/cobi.12737,Q39826694
10.1002/ece3.2601,Q36245099
10.1016/j.ecolind.2017.11.012,Q59160508
10.1016/j.onehlt.2018.10.002,Q58574468
10.1016/j.ocecoaman.2018.06.016,Q73141435
10.1016/j.jenvman.2018.06.053,Q56654761
10.1016/j.biocon.2016.09.011,Q57230171
10.1002/aqc.2663,Q56333672
10.1080/09581596.2017.1395393,Q73168071
10.1007/s10531-014-0779-2,Q73133911
10.3389/fmars.2016.00167,Q57900761
10.1029/2018RG000616,Q73165820
10.1371/JOURNAL.PONE.0147152,Q30386191
